"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000575","동이초등학교우산분교장","02","공립","","Y","단설","주간","19650301","19650301","4373031030","충청북도 옥천군 동이면 우산리","825.","373832","29022","충청북도 옥천군 동이면 우산로2길 23","(동이면, 동이 우산분교)","36.2777754","127.6813889","043-732-3400","043-733-4386","http://school.cbe.go.kr/dongi-e","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000577","삼양초등학교","02","공립","","N","단설","주간","19460401","19460401","4373025034","충청북도 옥천군 옥천읍 마암리","5-1.","373808","29047","충청북도 옥천군 옥천읍 성암1길 9","(옥천읍)","36.2976249","127.5685373","043-733-5052","043-733-5051","http://school.cbe.go.kr/samyang-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000580","안남초등학교","02","공립","","N","단설","주간","19340422","19340422","4373032021","",".","","29010","충청북도 옥천군 안남면 연주길 60",", 안남초등학교 (안남면)","36.3552837","127.6720761","043-732-7005","043-733-3725","http://school.cbe.go.kr/annam-e","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000581","안내초등학교","02","공립","","N","단설","주간","19210502","19210502","4373033021","충청북도 옥천군 안내면 현리","117-2.","373813","29006","충청북도 옥천군 안내면 현리길 74",", 안내초등학교 (안내면)","36.3951404","127.660675","043-732-6014","043-733-3723","https://school.cbe.go.kr/anne-e/","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000586","대성초등학교","02","공립","","N","단설","주간","19461015","19461015","4373036025","충청북도 옥천군 이원면 의평리","276-2.","373862","373862","충청북도 옥천군 이원면 이원로 443","(이원면,관공서(대성초등학교))","","","043-732-2249","043-733-4389","http://www.dsung.es.kr","남녀공학","Y","20140301","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000593","이원초등학교","02","공립","","N","단설","주간","19200401","19200401","4373036023","충청북도 옥천군 이원면 강청리","14-7.","373861","29061","충청북도 옥천군 이원면 신흥길 25","(이원면)","36.2468245","127.6226835","043-732-2015","043-733-3808","school.cbe.go.kr/iwon-e","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000594","이원초등학교지탄분교장","02","공립","","Y","단설","주간","19340501","19340501","4373036034","충청북도 옥천군 이원면 지탄리","754-1.","373863","","","","36.2433484","127.68195","043-732-2451","043-733-4624","","남녀공학","Y","20120301","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000595","죽향초등학교","02","공립","","N","단설","주간","19091001","19091001","4373025022","충청북도 옥천군 옥천읍 문정리","83번지.","373803","29030","충청북도 옥천군 옥천읍 향수1길 26","(옥천읍)","36.3134729","127.5775235","043-732-1397","043-733-4716","http://school.cbe.go.kr/jukhyang-e/","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000597","증약초등학교","02","공립","","N","단설","주간","19390301","19390301","4373038023","충청북도 옥천군 군북면 증약리","641.","373851","29000","충청북도 옥천군 군북면 옥천로 1006-22","(군북면)","36.3340461768","127.523626693","043-733-6311","043-733-6312","http://www.jngyak.es.kr/","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000599","증약초등학교대정분교장","02","공립","","Y","단설","주간","19350820","19350820","4373038025","충청북도 옥천군 군북면 대정리","577.","373851","29002","충청북도 옥천군 군북면 방아실길 3-2",", 증약초등학교대정분교장 (군북면)","36.389656","127.5384752","043-732-5428","043-733-5726","http://www.jngyak.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000604","청산초등학교","02","공립","","N","단설","주간","19050401","19050401","4373035021","충청북도 옥천군 청산면 지전리","34 번지.","373874","29013","충청북도 옥천군 청산면 지전길 36-19",", 청산초등학교 (청산면)","36.3472404","127.7934375","043-732-8006","043-733-3750","http://school.cbe.go.kr/bestedu-e","남녀공학","N","","N"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110000607","청성초등학교","02","공립","","N","단설","주간","19320321","19320321","4373034021","충청북도 옥천군 청성면 산계리","234.","373881","29017","충청북도 옥천군 청성면 산계길 63",", 청성초등학교 (청성면)","36.3289155","127.75938","043-732-9022","043-733-3833","http://school.cbe.go.kr/okcheongseong-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000624","감곡초등학교","02","공립","","N","단설","주간","19230612","19230612","4377037021","충청북도 음성군 감곡면 오향리","489-2.","369854","27610","충청북도 음성군 감곡면 장감로 207",", 감곡초등학교 (감곡면)","37.1160085","127.6444818","043-881-2023","043-881-0806","http://school.cbe.go.kr/gamgok-e/","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000627","남신초등학교","02","공립","","N","병설","주간","19680301","19680301","4377025021","충청북도 음성군 음성읍 읍내리","757-6.","369806","27704","충청북도 음성군 음성읍 설성로 33-20",", (음성읍,남신초등학교(병설유치원))","36.932343","127.684785","043-872-4028","043-872-9787","http://school.cbe.go.kr/namshin-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000628","남신초등학교덕생분교장","02","공립","","Y","단설","주간","19950301","19350716","4377025032","충청북도 음성군 음성읍 삼생리","94번지.","369802","","","","36.914176","127.6233688","043-873-4885","043-873-1842","http://www.namshin.es.kr","남녀공학","Y","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000629","능산초등학교","02","공립","","N","단설","주간","19430405","19430405","4377035030","충청북도 음성군 삼성면 능산리","203.","369831","27648","충청북도 음성군 삼성면 금율로389번길 30",", 능산초등학교 (삼성면)","37.0401837842","127.5383230234","043-878-5473","043-878-8616","https://school.cbe.go.kr/neungsan-e/M01/","남녀공학","Y","20230301","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000630","대소초등학교","02","공립","","N","단설","주간","19290501","19290320","4377034021","충북 음성군 대소면 오산리","186-1.","369824","27668","충청북도 음성군 대소면 오태로 110-12",", 대소초등학교 (대소면)","36.9670561","127.4859694","043-881-7009","043-877-5993","http://www.daeeso.es.kr/","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000631","대장초등학교","02","공립","","N","병설","주간","19470401","19470401","4377031021","충청북도 음성군 소이면 대장리","374.","369872","27712","충청북도 음성군 소이면 장금로 79",", 대장초등학교 (소이면)","36.9237316","127.7519721","043-872-5014","043-873-2385","http://daejang.es.kr","남녀공학","Y","20190301","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000633","맹동초등학교","02","공립","","N","단설","주간","19230618","19230328","4377033021","충청북도 음성군 맹동면 쌍정리","94번지.","369811","27733","충청북도 음성군 맹동면 대동로 9",", 맹동초등학교 (맹동면)","36.926959","127.5633329","043-878-9013","043-877-2648","http://school.cbe.go.kr/maengdong-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000635","무극초등학교","02","공립","","N","단설","주간","19171001","19171001","4377025321","",".","","27636","충청북도 음성군 금왕읍 금석로 64",", 무극초등학교 (금왕읍)","36.9919778","127.5930613","043-877-0813","043-878-4401","http://school.cbe.go.kr/muguk-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000638","부윤초등학교","02","공립","","N","단설","주간","19580407","19580407","4377034025","충청북도 음성군 대소면 부윤리","392.","369823","27677","충청북도 음성군 대소면 신내로 110",", 부윤초등학교 (대소면, 부윤초등학교)","36.9491659757","127.5243398398","043-881-7255","043-877-1139","http://school.cbe.go.kr/puyun-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000640","삼성초등학교","02","공립","","N","단설","주간","19200621","19200621","4377035021","충청북도 음성군 삼성면 덕정리","508-1.","369830","27649","충청북도 음성군 삼성면 덕정로 41",", 삼성초등학교 (삼성면)","37.0200994","127.4969537","043-878-5013","043-878-5023","http://school.cbe.go.kr/samseong-e/","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000642","생극초등학교","02","공립","","N","단설","주간","19310511","19310511","4377036021","충청북도 음성군 생극면 신양리","451-1.","369841","27619","충청북도 음성군 생극면 음성로 1649-8",", (생극면, 생극초등학교)","37.0342124704","127.6047234966","043-878-3010","043-877-8833","http://www.saenggeuk.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000646","소이초등학교","02","공립","","N","병설","주간","19280501","19280501","4377031027","충청북도 음성군 소이면 금고리","68번지.","369872","27713","충청북도 음성군 소이면 한불로 564",", 소이초등학교 (소이면)","36.9153426052","127.7547173067","043-872-5283","043-872-7949","http://school.cbe.go.kr/soi-e/M01/","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000648","수봉초등학교","02","공립","","N","단설","주간","19110621","19110621","4377025021","충청북도 음성군 음성읍  읍내리","209.","369807","27697","충청북도 음성군 음성읍 시장로126번길 19","(음성읍)","36.9397346","127.6926326","043-872-2019","043-872-4849","http://school.cbe.go.kr/subong-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000649","쌍봉초등학교","02","공립","","N","단설","주간","19410427","19410427","4377025335","충청북도 음성군 금왕읍 쌍봉리","413번지.","369902","27642","충청북도 음성군 금왕읍 금일로371번길 58-17","(금왕읍)","37.0031232","127.5422453","043-878-0255","043-877-3068","http://www.ssang-bong.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000650","오갑초등학교","02","공립","","N","단설","주간","19460901","19460901","4377037029","충청북도 음성군 감곡면 오궁리","2-1.","369852","27606","충청북도 음성군 감곡면 가곡로 326-7",", 오갑초등학교 (감곡면)","37.11224","127.67685","043-881-3128","043-881-5833","http://school.cbe.go.kr/ogap-e/","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000652","오선초등학교","02","공립","","N","단설","주간","19430331","19430331","4377025337","충청북도 음성군 금왕읍 오선리","233-2.","369906","27639","충청북도 음성군 금왕읍 초금로752번길 17","(금왕읍),오선초등학교","36.9790436","127.5661311","043-877-0595","043-877-9338","school.cbe.go.kr/oson-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000653","용천초등학교","02","공립","","N","단설","주간","19691202","19691202","4377025321","충청북도 음성군 금왕읍 무극리","50번지.","27634","27634","충청북도 음성군 금왕읍 덕금로 1204","(금왕읍,용천초등학교)","36.990989","127.591985","043-877-0904","043-878-0260","http://school.cbe.go.kr/yongcheon-e/","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000654","원남초등학교","02","공립","","N","단설","주간","19250502","19250502","4377032022","충청북도 음성군 원남면 보룡리","337-1.","369862","27724","충청북도 음성군 원남면 보천로65번길 22","(원남면)","36.87907","127.653766","043-872-7046","043-872-7856","www.wonnam.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000657","원당초등학교","02","공립","","N","단설","주간","19590531","19590531","4377037023","충청북도 음성군 감곡면 원당리","159.","27613","27613","충청북도 음성군 감곡면 음성로 2142","(감곡면, 원당초등학교)","37.0743546687","127.6155901777","043-878-8700","043-878-5282","http://www.won-dang.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000660","청룡초등학교","02","공립","","N","단설","주간","19640305","19640301","4377035026","충청북도 음성군 삼성면 청용리","352-7.","369834","27657","충청북도 음성군 삼성면 대청로 255-22","(삼성면, 청룡초등학교)","37.000473","127.472618","043-878-5613","043-877-8339","http://school.cbe.go.kr/cheongryong-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000663","평곡초등학교","02","공립","","N","단설","주간","19460901","19460901","4377025022","충청북도 음성군 음성읍 평곡1리","813번지.","369803","27698","충청북도 음성군 음성읍 약현길 8",", 평곡초등학교 (음성읍)","36.9290612","127.7011446","043-872-2577","043-873-2578","school.cbe.go.kr/pyeonggok-e","남녀공학","N","","N"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110000664","하당초등학교","02","공립","","N","단설","주간","19390430","19390430","4377032025","충청북도 음성군 원남면 하당리","433.","27718","27718","충청북도 음성군 원남면 하초로 35-4","(원남면,하당초등학교)","36.9070253467","127.6792240473","043-872-3535","043-872-2392","http://school.cbe.go.kr/hadang-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000683","금성초등학교","02","공립","","N","단설","주간","19300501","19300501","4315031021","충청북도 제천시 금성면 구룡리","294.","390821","27207","충청북도 제천시 금성면 국사봉로 1615",", 금성초등학교 (금성면)","37.0674561593","128.1652913213","043-652-7014","043-652-8110","http://school.cbe.go.kr/gumsung-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000688","남당초등학교","02","공립","","N","병설","주간","19591205","19591205","4315011000","충청북도 제천시 영천동","760.","27194","27194","충청북도 제천시 청풍호로2길 4-5",", 남당초등학교 (영천동)","37.131049","128.202","043-643-2291","043-646-8102","http://school.cbe.go.kr/namdang-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000689","남천초등학교","02","공립","","N","단설","주간","19650303","19640804","4315010400","충청북도 제천시 남천동","260.","390020","27174","충청북도 제천시 풍양로21안길 25","(남천동)","37.136957","128.2175","043-644-2331","043-646-8103","http://school.cbe.go.kr/namchon-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000696","동명초등학교","02","공립","","N","단설","주간","19081120","19081120","4315012500","충청북도 제천시 천남동",".","390130","27188","충청북도 제천시 원뜰로 35","(천남동)","37.1336","128.194004","043-642-2321","043-646-8100","http://school.cbe.go.kr/jcdm-e/","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000698","두학초등학교","02","공립","","N","병설","주간","19461006","19461006","4315011700","충청북도 제천시 흑석동","436.","390270","27130","충청북도 제천시 의병대로 415","(흑석동)","37.1343662","128.2447539","043-643-6642","043-646-8108","http://school.cbe.go.kr/duhak-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000700","명지초등학교","02","공립","","N","단설","주간","19701116","19691202","4315012200","충청북도 제천시 명지동","46번지.","390170","27201","충청북도 제천시 강명길 21","(명지동)","37.1188282","128.2054568","043-643-4290","043-646-8109","http://school.cbe.go.kr/myeongji-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000701","백운초등학교","02","공립","","N","단설","주간","19080401","19080401","4315036021","충청북도 제천시 백운면 평동리","600.","390882","27105","충청북도 제천시 백운면 구학산로 45",", 백운초등학교 (백운면)","37.140642","128.019942","043-652-6488","043-652-8325","http://school.cbe.go.kr/paegune-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000706","봉양초등학교","02","공립","","N","단설","주간","19280416","19280416","4315025031","충청북도 제천시 봉양읍 연박리","921.","390871","27112","충청북도 제천시 봉양읍 팔송로 59","(봉양읍)","37.1362759","128.1128597","043-647-6394","043-647-8327","http://school.cbe.go.kr/bongyang-e/","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000717","송학초등학교","02","공립","","N","단설","주간","19310501","19310501","4315038021","충청북도 제천시 송학면 무도리","1164-2번지.","390813","27123","충청북도 제천시 송학면 시곡포전로 7","(송학면, 송학초등학교)","37.199758","128.293265","043-642-7585","043-646-8329","http://school.cbe.go.kr/songhak-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000721","수산초등학교","02","공립","","N","단설","주간","19230401","19230401","4315033021","",".","","27220","충청북도 제천시 수산면 지곡로 12","(수산면,수산초.수산중학교)","36.9360899","128.1876179","043-648-5489","043-647-8417","http://school.cbe.go.kr/soosan-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000726","신백초등학교","02","공립","","N","단설","주간","19960426","19960301","4315012000","충청북도 제천시 신백동","212-7.","27180","27180","충청북도 제천시 관전로1길 28","(신백동,신백초등학교)","37.1","128.2","043-642-4276","043-642-4279","http://school.cbe.go.kr/shinbaek-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000731","왕미초등학교","02","공립","","N","병설","주간","19550401","19540401","4315025000","충청북도 제천시 봉양읍","757번지.","390874","27116","충청북도 제천시 봉양읍 용두대로 575","(봉양읍)","37.1556","128.1584","043-653-4206","043-651-8328","http://school.cbe.go.kr/wangmi-e/M01/","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000732","용두초등학교","02","공립","","N","단설","주간","19950301","19950301","4315011100","충청북도 제천시 하소동","405번지.","390240","27161","충청북도 제천시 용두대로21길 36","(하소동)","37.1437498","128.1969263","043-641-7815","043-648-1677","http://school.cbe.go.kr/yongdu-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000739","의림초등학교","02","공립","","N","단설","주간","19451020","19451020","4315010100","충청북도 제천시 의림동","186.","390030","27170","충청북도 제천시 독순로 33",", 의림초등학교 (의림동)","37.141568","128.207457","043-645-6582","043-646-8101","http://school.cbe.go.kr/uirim-e/","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000740","입석초등학교","02","공립","","N","단설","주간","19530901","19470125","4315038023","충청북도 제천시 송학면 입석리","609-2.","390814","27125","충청북도 제천시 송학면 입석로3길 17","(송학면)","37.1997477","128.2933088","043-648-5602","043-647-8332","http://school.cbe.go.kr/jcipseok-e/","남녀공학","Y","20210301","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000741","제천덕산초등학교","02","공립","","N","단설","주간","19210903","19210903","4315034021","충청북도 제천시 덕산면 도전리","425.","390851","27223","충청북도 제천시 덕산면 약초로 133","제천덕산초중학교","36.9077316227","128.1700920202","043-756-7566","043-646-8323","http://school.cbe.go.kr/deoksan-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000743","제천중앙초등학교","02","공립","","N","단설","주간","19920508","19920301","4315011300","충청북도 제천시 청전동","625번지.","27147","27147","충청북도 제천시 고암로 7","(청전동,중앙초등학교)","37.15299","128.215308","043-646-0387","043-646-8104","http://school.cbe.go.kr/jcjungang-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000746","청풍초등학교","02","공립","","N","병설","주간","19101001","19101001","4315032041","충청북도 제천시 청풍면 물태리","144-3.","390832","27214","충청북도 제천시 청풍면 청풍호로 2194",", 청풍초등학교 (청풍면)","36.9962798309","128.1648108405","043-648-0280","043-647-8321","http://chongpung.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000753","한송초등학교","02","공립","","N","단설","주간","19430505","19320505","4315035030","충청북도 제천시 한수면 송계리","753.","390862","27226","충청북도 제천시 한수면 미륵송계로6길 12",", 한송초중학교 (한수면)","36.8831262","128.0799711","043-653-1588","043-653-8412","http://school.cbe.go.kr/hansong-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000756","홍광초등학교","02","공립","","N","단설","주간","19440401","19440401","4315011400","충청북도 제천시 모산동","396-1.","390110","27138","충청북도 제천시 의림대로44길 51",", 홍광초등학교 (모산동)","37.164682","128.21595","043-646-4761","043-646-8107","http://school.cbe.go.kr/honggwang-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000757","화당초등학교","02","공립","","N","단설","주간","19460401","19460401","4315036024","충청북도 제천시 백운면 화당리","84-1.","390880","27100","충청북도 제천시 백운면 화당로 33","(백운면)","37.168802","127.986888","043-651-6491","043-651-8326","http://school.cbe.go.kr/hwadang-e","남녀공학","N","","N"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110000760","화산초등학교","02","공립","","N","단설","주간","19800303","19800303","4315010900","충북 제천시 화산동","606.","390150","27182","충청북도 제천시 내토로41길 18",", 화산초등학교 (화산동)","37.129882","128.213413","043-642-1866","043-646-8105","http://school.cbe.go.kr/hwasan-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000769","구정초등학교","02","공립","","N","단설","주간","19440403","19440403","4375032029","충청북도 진천군 초평면 용산리","236-1.","365852","27861","충청북도 진천군 초평면 원댕이길 3",", 구정초등학교 (초평면)","36.7808663","127.5351397","043-838-2739","043-838-1447","http://www.gujeong.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000771","금구초등학교","02","공립","","N","단설","주간","19620401","19580401","4375035032","충청북도 진천군 이월면 내촌리","579번지.","365821","27815","충청북도 진천군 이월면 진광로 972-12","(이월면)","36.9451452059","127.4307027984","043-536-7794","043-536-8731","http://school.cbe.go.kr/kumgu-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000773","만승초등학교","02","공립","","N","단설","주간","19300419","19300419","4375037027","충청북도 진천군 광혜원면 광혜원리","79.","365830","27802","충청북도 진천군 광혜원면 중리길 11","(광혜원면, 만승초등학교)","36.991955","127.441979","043-535-3290","043-535-1412","school.cbe.go.kr/mansung-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000775","문백초등학교","02","공립","","N","단설","주간","19350901","19350901","4375033027","충청북도 진천군 문백면 봉죽리","297.","365861","27869","충청북도 진천군 문백면 봉죽길 22","(문백면, 문백초등학교)","36.7862637","127.4331868","043-532-7590","043-532-6549","http://school.cbe.go.kr/munbaek-e/","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000777","문상초등학교","02","공립","","N","병설","주간","19340430","19340430","4375033022","충청북도 진천군 문백면 사양리","38-1.","365862","27863","충청북도 진천군 문백면 농다리로 1232",", 문상초등학교 (문백면)","36.83792129","127.471853694","043-532-1163","043-533-1388","http://www.munsang.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000778","백곡초등학교","02","공립","","N","단설","주간","19290416","19290416","4375034025","충청북도 진천군 백곡면 구수리","144.","365811","27824","충청북도 진천군 백곡면 안구수길 20",", 백곡초등학교 (백곡면)","36.8858594","127.3598786","043-532-8618","043-532-8619","school.cbe.go.kr/baekgok-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000781","상신초등학교","02","공립","","N","단설","주간","19590401","19590401","4375035028","충청북도 진천군 이월면 신월리","317-16.","365824","27816","충청북도 진천군 이월면 신정길 15",", 상신초등학교 (이월면)","36.9236577","127.4666548","043-536-7795","043-536-1608","www.sangsin-e.es.kr","남녀공학","Y","20190228","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000783","성암초등학교","02","공립","","N","단설","주간","19440309","19440309","4375025031","충청북도 진천군 진천읍 사석리","679-2.","365805","27826","충청북도 진천군 진천읍 금사로 359","(진천읍,성암초등학교)","36.826533","127.406459","043-532-9190","043-533-0441","http://school.cbe.go.kr/sungam-e/","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000787","옥동초등학교","02","공립","","N","단설","주간","19221222","19221222","4375025325","충청북도 진천군 덕산읍 두촌리","359-2.","27875","27875","충청북도 진천군 덕산읍 예지로 43",", 옥동초등학교 (덕산읍, 옥동초등학교)","36.9041768799","127.5303771367","043-531-6303","043-531-6308","http://school.cbe.go.kr/oktong-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000789","이월초등학교","02","공립","","N","단설","주간","19200401","19200401","4375035025","충청북도 진천군 이월면 송림리","667.","365821","27815","충청북도 진천군 이월면 송림6길 26",", 이월초등학교 (이월면)","36.930867","127.43115","043-537-7080","043-537-7092","school.cbe.go.kr/iwol-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000790","진천삼수초등학교","02","공립","","N","단설","주간","19430401","19430401","4375025024","충청북도 진천군 진천읍 읍내리","333-1.","365807","27832","충청북도 진천군 진천읍 중앙서3길 6","(진천읍, 삼수초등학교)","36.856125","127.441341","043-532-1162","043-533-5747","http://school.cbe.go.kr/samsu-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","","S110000791","진천삼수초등학교매산분교장","02","공립","","Y","단설","주간","19670902","19670902","4375031023","충청북도 진천군 덕산면 산수리","465.","365842","","","","","","043-536-4010","043-536-1411","http://samsu.es.kr","남녀공학","Y","20130301","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000792","진천상산초등학교","02","공립","","N","단설","주간","19111002","19111002","4375025000","충청북도 진천군 진천읍","357-1.","365808","27832","충청북도 진천군 진천읍 상산로 35","(진천읍, 상산초등학교)","36.8552386","127.4379969","043-534-7031","043-534-7037","https://school.cbe.go.kr/jcsangsan-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000794","초평초등학교","02","공립","","N","단설","주간","19230401","19230401","4375032025","충청북도 진천군 초평면 금곡리","593.","365851","27858","충청북도 진천군 초평면 초동로 143","(초평면,초평초등학교)","36.8474768","127.538466","043-532-6290","043-532-8564","http://school.cbe.go.kr/chopyong-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000795","학성초등학교","02","공립","","N","단설","주간","19360701","19360701","4375035022","충청북도 진천군 이월면 중산리","597-7.","365822","27820","충청북도 진천군 이월면 진광로 398","(이월면,학성초등학교)","36.8998428075","127.4432654427","043-533-8534","043-533-0448","http://school.cbe.go.kr/haksung-e","남녀공학","N","","N"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110000796","한천초등학교","02","공립","","N","병설","주간","19490901","19490820","4375025330","충청북도 진천군 덕산면 용몽리","518-3.","365843","27853","충청북도 진천군 덕산읍 초금로 687-2","(덕산읍, 한천초등학교)","36.9069381","127.507814","043-536-4290","043-536-1414","http://school.cbe.go.kr/hancheonds-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000808","가덕초등학교","02","공립","","N","단설","주간","19210511","19210511","4311133031","충청북도 청주시 상당구 가덕면 병암리","125.","363853","28205","충청북도 청주시 상당구 가덕면 단재로 1448","(가덕면)","36.5779259622","127.5784829361","043-298-5481","043-298-5486","https://school.cbe.go.kr/gadeok-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000812","각리초등학교","02","공립","","N","단설","주간","19420627","19420627","4311425344","충청북도 청주시 청원구 오창읍 각리","646-2.","363883","28124","충청북도 청주시 청원구 오창읍 오창중앙로 47-8",", 각리초등학교 (오창읍)","36.706582","127.4246729","043-217-2271","217-5598","http://gakri.es.kr","남녀공학","N","","N"
